Question,Answers,Comment,Instructions,Render as
びっくりする,びっくりする,"(読L10-II, 会L21) [irr-v.] to be surprised ",Type the reading!,Image
美容院,びよういん,(会L10) [n.] beauty parlor,Type the reading!,Image
普通,ふつう,(会L10(e)) [n.] local (train),Type the reading!,Image
船,ふね,(会L10) [n.] ship; boat,Type the reading!,Image
～方面,～ほうめん,(会L10(e)) [suf.] serving . . . areas,Type the reading!,Image
ホーム,ホーム,"(会L10(e), 読L22-II) [n.] platform",Type the reading!,Image
昔々,むかしむかし,(読L10-II) [n.] once upon a time,Type the reading!,Image
もち,もち,(読L10-II) [n.] rice cake,Type the reading!,Image
野球,やきゅう,(会L10) [n.] baseball,Type the reading!,Image
山道,やまみち,(読L10-II) [n.] mountain road,Type the reading!,Image
有名人,ゆうめいじん,(会L10) [n.] celebrity,Type the reading!,Image
雪,ゆき,"(読L10-II, 会L8) [n.] snow",Type the reading!,Image
予約,よやく,(会L10) [n.] reservation,Type the reading!,Image
旅行する,りょこうする,(会L10) [irr-v.] to travel ,Type the reading!,Image
練習する,れんしゅうする,(会L10) [irr-v.] to practice ,Type the reading!,Image
アウトドア,アウトドア,(読L11-II) [n.] outdoor activities,Type the reading!,Image
意味,いみ,"(会L11(e), 会L12) [n.] meaning",Type the reading!,Image
うそをつく,うそをつく,(会L11) [u-v.] to tell a lie,Type the reading!,Image
宇宙飛行士,うちゅうひこうし,(会L11) [n.] astronaut,Type the reading!,Image
お菓子,おかし,(会L11) [n.] snack; sweets,Type the reading!,Image
おなかがすく,おなかがすく,(会L11) [u-v.] to become hungry,Type the reading!,Image
お返事,おへんじ,(読L11-II) [n.] reply,Type the reading!,Image
お祭り,おまつり,(会L11) [n.] festival,Type the reading!,Image
おもちゃ,おもちゃ,(会L11) [n.] toy,Type the reading!,Image
温泉,おんせん,(会L11) [n.] spa; hot spring,Type the reading!,Image
外国,がいこく,(会L11) [n.] foreign country,Type the reading!,Image
飼う,かう,(会L11) [u-v.] to own (a pet),Type the reading!,Image
菓子,かし,(会L11) [n.] snack; sweets,Type the reading!,Image
歌手,かしゅ,(会L11) [n.] singer,Type the reading!,Image
かたい言い方,かたいいいかた,(会L11(e)) [n.] bookish expression,Type the reading!,Image
かっこ,かっこ,(会L11(e)) [n.] parenthesis,Type the reading!,Image
川,かわ,(会L11) [n.] river,Type the reading!,Image
キャンプ,キャンプ,(会L11) [n.] camp,Type the reading!,Image
教師,きょうし,(会L11) [n.] schoolteacher,Type the reading!,Image
共通語,きょうつうご,(会L11(e)) [n.] common language,Type the reading!,Image
～行目,～ぎょうめ,(会L11(e)) [suf.] line number . . .,Type the reading!,Image
近所,きんじょ,(読L11-II) [n.] neighborhood,Type the reading!,Image
くだけた言い方,くだけたいいかた,(会L11(e)) [n.] colloquial expression,Type the reading!,Image
警察官,けいさつかん,(会L11) [n.] police officer,Type the reading!,Image
けんかする,けんかする,(会L11) [irr-v.] to have a fight; to quarrel ,Type the reading!,Image
研究者,けんきゅうしゃ,(会L11) [n.] researcher,Type the reading!,Image
答／答え,こたえ,"(会L11(e), 読L23-II) [n.] answer",Type the reading!,Image
こちら,こちら,"(会L11, 会L19) [n.] this person (polite); this way (polite)",Type the reading!,Image
こと,こと,"(読L11-II, 会L21) [n.] things; matters",Type the reading!,Image
これから,これから,"(読L11-II, 会L16) [adv.] from now on",Type the reading!,Image
今学期,こんがっき,(会L11) [n.] this semester,Type the reading!,Image
作家,さっか,(会L11) [n.] writer,Type the reading!,Image
サボる,サボる,(会L11) [u-v.] to cut (classes),Type the reading!,Image
質問,しつもん,"(会L11(e), 読L19-III) [n.] question",Type the reading!,Image
締め切り,しめきり,"(会L11(e), 会L15) [n.] deadline",Type the reading!,Image
ジャーナリスト,ジャーナリスト,(会L11) [n.] journalist,Type the reading!,Image
社長,しゃちょう,(会L11) [n.] president of a company,Type the reading!,Image
授業,じゅぎょう,(会L11) [n.] class,Type the reading!,Image
出身,しゅっしん,(会L11) [n.] coming from,Type the reading!,Image
紹介する,しょうかいする,(会L11) [irr-v.] to introduce ,Type the reading!,Image
消防士,しょうぼうし,(会L11) [n.] firefighter,Type the reading!,Image
将来,しょうらい,(会L11) [n.] future,Type the reading!,Image
神社,じんじゃ,(会L11) [n.] shrine,Type the reading!,Image
スポーツ選手,スポーツせんしゅ,(会L11) [n.] athlete,Type the reading!,Image
ダイエットする,ダイエットする,(会L11) [irr-v.] to go on a diet ,Type the reading!,Image
大統領,だいとうりょう,(会L11) [n.] president of a country,Type the reading!,Image
～だけ,～だけ,(会L11) [suf.] just . . . ; only . . .,Type the reading!,Image
例えば,たとえば,"(会L11(e), 読L16-II, 会L17) [adv.] for example",Type the reading!,Image
遅刻する,ちこくする,(会L11) [irr-v.] to be late (for an appointment) ,Type the reading!,Image
疲れる,つかれる,(会L11) [ru-v.] to get tired ,Type the reading!,Image
つり,つり,(会L11) [n.] fishing,Type the reading!,Image
ていねいな言い方,ていねいないいかた,(会L11(e)) [n.] polite expression,Type the reading!,Image
～点,～てん,(会L11) [suf.] . . . points,Type the reading!,Image
ドライブ,ドライブ,(会L11) [n.] drive,Type the reading!,Image
習う,ならう,(会L11) [u-v.] to learn,Type the reading!,Image
登る,のぼる,(会L11) [u-v.] to climb,Type the reading!,Image
俳優,はいゆう,(会L11) [n.] actor; actress,Type the reading!,Image
走る,はしる,(会L11) [u-v.] to run,Type the reading!,Image
ばつ,ばつ,(会L11(e)) [n.] × (wrong),Type the reading!,Image
発音,はつおん,(会L11(e)) [n.] pronunciation,Type the reading!,Image
バンド,バンド,(読L11-II) [n.] band,Type the reading!,Image
ビール,ビール,(会L11) [n.] beer,Type the reading!,Image
久しぶり,ひさしぶり,(会L11) [exp.] it has been a long time,Type the reading!,Image
美術館,びじゅつかん,(会L11) [n.] art museum,Type the reading!,Image
二人ずつ,ふたりずつ,(会L11(e)) [exp.] two people each,Type the reading!,Image
文化,ぶんか,"(読L11-II, 会L16) [n.] culture",Type the reading!,Image
文法,ぶんぽう,"(会L11(e), 会L13) [n.] grammar",Type the reading!,Image
平日,へいじつ,(読L11-II) [n.] weekday,Type the reading!,Image
返事,へんじ,"(読L11-II, 会L16) [n.] reply",Type the reading!,Image
方言,ほうげん,(会L11(e)) [n.] dialect,Type the reading!,Image
ほかに,ほかに,(会L11(e)) [adv.] anything else,Type the reading!,Image
～募集,～ぼしゅう,(読L11-II) [suf.] looking for . . .,Type the reading!,Image
ホラー,ホラー,(読L11-II) [n.] horror,Type the reading!,Image
ボランティア,ボランティア,"(読L11-II, 会L15) [n.] volunteer",Type the reading!,Image
まあまあ,まあまあ,(会L11) [exp.] okay; so-so,Type the reading!,Image
祭り,まつり,(会L11) [n.] festival,Type the reading!,Image
まる,まる,(会L11(e)) [n.] ○ (correct),Type the reading!,Image
漫画家,まんがか,(会L11) [n.] cartoonist,Type the reading!,Image
湖,みずうみ,(会L11) [n.] lake,Type the reading!,Image
もっと,もっと,(会L11) [adv.] more,Type the reading!,Image
やめる,やめる,(会L11) [ru-v.] to quit ,Type the reading!,Image
夢,ゆめ,(会L11) [n.] dream,Type the reading!,Image
来学期,らいがっき,(会L11) [n.] next semester,Type the reading!,Image
留学する,りゅうがくする,(会L11) [irr-v.] to study abroad ,Type the reading!,Image
ルームメイト,ルームメイト,(会L11) [n.] roommate,Type the reading!,Image
例,れい,(会L11(e)) [n.] example,Type the reading!,Image
練習,れんしゅう,(会L11(e)) [n.] exercise,Type the reading!,Image
甘い,あまい,(会L12) [い-adj.] sweet,Type the reading!,Image
天の川,あまのがわ,(読L12-II) [n.] the Milky Way,Type the reading!,Image
ある～,ある～,(読L12-II) [pre.] one . . .,Type the reading!,Image
歩く,あるく,(会L12) [u-v.] to walk,Type the reading!,Image
痛い,いたい,(会L12) [い-adj.] hurt; painful,Type the reading!,Image
痛み止め,いたみどめ,(会L12(e)) [n.] painkiller,Type the reading!,Image
一年に一度,いちねんにいちど,(読L12-II) [adv.] once a year,Type the reading!,Image
インフルエンザ,インフルエンザ,(会L12) [n.] influenza,Type the reading!,Image
牛,うし,(読L12-II) [n.] cow,Type the reading!,Image
多い,おおい,(会L12) [い-adj.] there are many . . .,Type the reading!,Image
怒る,おこる,(読L12-II) [u-v.] to get angry,Type the reading!,Image
お大事に,おだいじに,(会L12) [exp.] Get well soon.,Type the reading!,Image
お手洗い,おてあらい,(会L12) [n.] restroom,Type the reading!,Image
大人,おとな,"(読L12-II, 会L13) [n.] adult",Type the reading!,Image
同じ,おなじ,(会L12) [adv.] same,Type the reading!,Image
風邪,かぜ,(会L12) [n.] cold,Type the reading!,Image
風邪をひく,かぜをひく,(会L12) [u-v.] to catch a cold,Type the reading!,Image
かなう,かなう,(読L12-II) [u-v.] to be realized,Type the reading!,Image
彼女,かのじょ,(会L12) [n.] she; girlfriend,Type the reading!,Image
花粉症,かふんしょう,(会L12(e)) [n.] hay fever,Type the reading!,Image
神様,かみさま,"(読L12-II, 会L22) [n.] God",Type the reading!,Image
彼,かれ,(会L12) [n.] he; boyfriend,Type the reading!,Image
彼氏,かれし,(会L12) [n.] boyfriend,Type the reading!,Image
かわいそう（な）,かわいそう（な）,"(読L12-II, 会L23) [な-adj.] pitiful; feel sorry for; poor thing",Type the reading!,Image
眼科,がんか,(会L12(e)) [n.] ophthalmologist,Type the reading!,Image
切符,きっぷ,(会L12) [n.] train ticket,Type the reading!,Image
気分が悪い,きぶんがわるい,"(会L12(e), 会L13) [い-adj.] not to feel well; to feel sick",Type the reading!,Image
興味がある,きょうみがある,(会L12) [u-v.] to be interested (in),Type the reading!,Image
緊張する,きんちょうする,(会L12) [irr-v.] to get nervous ,Type the reading!,Image
くしゃみ,くしゃみ,(会L12(e)) [n.] sneeze,Type the reading!,Image
けが,けが,(会L12(e)) [n.] injury,Type the reading!,Image
外科,げか,(会L12(e)) [n.] surgeon,Type the reading!,Image
下痢,げり,(会L12(e)) [n.] diarrhea,Type the reading!,Image
元気がない,げんきがない,(会L12) [exp.] don’t look well,Type the reading!,Image
抗生物質,こうせいぶっしつ,(会L12(e)) [n.] antibiotic,Type the reading!,Image
骨折する,こっせつする,(会L12(e)) [irr-v.] to break (a bone),Type the reading!,Image
産婦人科,さんふじんか,(会L12(e)) [n.] obstetrician and gynecologist,Type the reading!,Image
試合,しあい,(会L12) [n.] match; game,Type the reading!,Image
歯科,しか,(会L12(e)) [n.] dentist,Type the reading!,Image
耳鼻科,じびか,(会L12(e)) [n.] otorhinolaryngologist; ENT doctor,Type the reading!,Image
ジュース,ジュース,(会L12) [n.] juice,Type the reading!,Image
手術,しゅじゅつ,(会L12(e)) [n.] operation,Type the reading!,Image
食後,しょくご,(会L12(e)) [n.] after meals,Type the reading!,Image
心配する,しんぱいする,(会L12) [irr-v.] to worry ,Type the reading!,Image
素敵,すてき（な）,(会L12) [な-adj.] nice,Type the reading!,Image
整形外科,せいけいげか,(会L12(e)) [n.] orthopedic surgeon,Type the reading!,Image
成績,せいせき,"(会L12) [n.] grade (on a test, etc.)",Type the reading!,Image
生理,せいり,(会L12(e)) [n.] period,Type the reading!,Image
せき,せき,(会L12) [n.] cough,Type the reading!,Image
せきが出る,せきがでる,(会L12) [ru-v.] to cough ,Type the reading!,Image
狭い,せまい,(会L12) [い-adj.] narrow; not spacious,Type the reading!,Image
それに,それに,"(会L12) [adv.] moreover, . . .",Type the reading!,Image
～代,～だい,(会L12) [suf.] charge; fee,Type the reading!,Image
体温計,たいおんけい,(会L12(e)) [n.] thermometer,Type the reading!,Image
多分,たぶん,(会L12) [adv.] probably; maybe,Type the reading!,Image
卵,たまご,(会L12) [n.] egg,Type the reading!,Image
たんざく,たんざく,(読L12-II) [n.] strip of fancy paper,Type the reading!,Image
注射,ちゅうしゃ,(会L12(e)) [n.] injection,Type the reading!,Image
連れて帰る,つれてかえる,(読L12-II) [u-v.] to bring (a person) back,Type the reading!,Image
できるだけ,できるだけ,(会L12) [adv.] as much as possible,Type the reading!,Image
天,てん,(読L12-II) [n.] the heavens; the sky,Type the reading!,Image
点滴,てんてき,(会L12(e)) [n.] intravenous feeding,Type the reading!,Image
内科,ないか,(会L12(e)) [n.] physician,Type the reading!,Image
泣く,なく,"(読L12-II, 会L13) [u-v.] to cry",Type the reading!,Image
なくす,なくす,(会L12) [u-v.] to lose,Type the reading!,Image
〜など,〜など,(読L12-II) [suf.] and so forth,Type the reading!,Image
二三日,にさんにち,(会L12) [n.] for two to three days,Type the reading!,Image
願い,ねがい,(読L12-II) [n.] wish,Type the reading!,Image
熱がある,ねつがある,(会L12) [u-v.] to have a fever,Type the reading!,Image
喉,のど,(会L12) [n.] throat,Type the reading!,Image
喉が渇く,のどがかわく,(会L12) [u-v.] to become thirsty,Type the reading!,Image
吐く,はく,(会L12(e)) [u-v.] to throw up,Type the reading!,Image
初めて,はじめて,(会L12) [adv.] for the first time,Type the reading!,Image
畑,はたけ,(読L12-II) [n.] farm,Type the reading!,Image
はたを織る,はたをおる,(読L12-II) [u-v.] to weave,Type the reading!,Image
発疹,はっしん,(会L12(e)) [n.] rash,Type the reading!,Image
鼻水,はなみず,(会L12(e)) [n.] runny nose,Type the reading!,Image
払う,はらう,(会L12) [u-v.] to pay,Type the reading!,Image
人々,ひとびと,(読L12-II) [n.] people,Type the reading!,Image
皮膚科,ひふか,(会L12(e)) [n.] dermatologist,Type the reading!,Image
広い,ひろい,(会L12) [い-adj.] wide; spacious,Type the reading!,Image
服,ふく,(会L12) [n.] clothes,Type the reading!,Image
二日酔い,ふつかよい,(会L12) [n.] hangover,Type the reading!,Image
プレゼント,プレゼント,(会L12) [n.] present,Type the reading!,Image
便秘,べんぴ,(会L12(e)) [n.] constipation,Type the reading!,Image
ホームシック,ホームシック,(会L12) [n.] homesickness,Type the reading!,Image
保険証,ほけんしょう,(会L12(e)) [n.] health insurance certificate,Type the reading!,Image
まじめ（な）,まじめ（な）,"(読L12-II, 会L19) [な-adj.] serious; sober; diligent",Type the reading!,Image
～までに,～までに,"(読L12-II, 会L18) [part.] by (time/date)",Type the reading!,Image
向こう,むこう,(読L12-II) [n.] the other side; over there,Type the reading!,Image
虫歯,むしば,(会L12(e)) [n.] bad tooth,Type the reading!,Image
娘,むすめ,(読L12-II) [n.] daughter,Type the reading!,Image
めまいがする,めまいがする,(会L12(e)) [irr-v.] to feel dizzy,Type the reading!,Image
もうすぐ,もうすぐ,(会L12) [adv.] very soon; in a few moments/days,Type the reading!,Image
物,もの,(会L12) [n.] thing (concrete object),Type the reading!,Image
やけどをする,やけどをする,(会L12(e)) [irr-v.] to burn oneself,Type the reading!,Image
用事,ようじ,(会L12) [n.] business to take care of,Type the reading!,Image
レントゲン,レントゲン,(会L12(e)) [n.] X-ray,Type the reading!,Image
別れる,わかれる,(会L12) [ru-v.] to break up; to separate ,Type the reading!,Image
私たち,わたしたち,"(読L12-II, 会L14) [n.] we",Type the reading!,Image
悪い,わるい,(会L12) [い-adj.] bad,Type the reading!,Image
預け入れ,あずけいれ,(会L13(e)) [n.] deposit,Type the reading!,Image
アナウンス,アナウンス,(読L13-III) [n.] announcement,Type the reading!,Image
アパート,アパート,(会L13) [n.] apartment; smaller apartment building,Type the reading!,Image
アプリ,アプリ,(会L13) [n.] application,Type the reading!,Image
編む,あむ,(会L13) [u-v.] to knit,Type the reading!,Image
暗証番号,あんしょうばんごう,(会L13(e)) [n.] personal identification number,Type the reading!,Image
一日,"いちにち,ついたち","(会L13, 会L4(e)) [n.] one day; the first day of a month",Type the reading!,Image
五日,いつか,"(会L13, 会L4(e)) [n.] five days; the fifth day of a month",Type the reading!,Image
一生に一度,いっしょうにいちど,(読L13-II) [adv.] once in a lifetime,Type the reading!,Image
うれしい,うれしい,(会L13) [い-adj.] glad,Type the reading!,Image
お預け入れ,おあずけいれ,(会L13(e)) [n.] deposit,Type the reading!,Image
遅れる,おくれる,"(読L13-III, 会L19) [ru-v.] to become late ",Type the reading!,Image
お引き出し,おひきだし,(会L13(e)) [n.] withdrawal,Type the reading!,Image
お振込,おふりこみ,(会L13(e)) [n.] bank transfer,Type the reading!,Image
～回,～かい,(会L13) [suf.] . . . times,Type the reading!,Image
外国語,がいこくご,(会L13) [n.] foreign language,Type the reading!,Image
楽器,がっき,(会L13) [n.] musical instrument,Type the reading!,Image
かめ,かめ,(読L13-II) [n.] turtle,Type the reading!,Image
辛い,からい,(会L13) [い-adj.] hot and spicy; salty,Type the reading!,Image
体,からだ,(会L13) [n.] body,Type the reading!,Image
空手,からて,(会L13) [n.] karate,Type the reading!,Image
カレー,カレー,(会L13) [n.] curry,Type the reading!,Image
感動する,かんどうする,(会L13) [irr-v.] to be moved/touched (by . . . ) ,Type the reading!,Image
頑張る,がんばる,(会L13) [u-v.] to do one’s best; to try hard,Type the reading!,Image
厳しい,きびしい,(会L13) [い-adj.] strict,Type the reading!,Image
キャッシュカード,キャッシュカード,(会L13(e)) [n.] bank card,Type the reading!,Image
～キロ,～キロ,(会L13) [suf.] . . . kilometers; . . . kilograms,Type the reading!,Image
金額,きんがく,(会L13(e)) [n.] amount,Type the reading!,Image
空港,くうこう,(会L13) [n.] airport,Type the reading!,Image
クレジットカード,クレジットカード,(会L13(e)) [n.] credit card,Type the reading!,Image
経験,けいけん,"(読L13-II, 会L15) [n.] experience",Type the reading!,Image
現金,げんきん,(会L13(e)) [n.] cash,Type the reading!,Image
広告,こうこく,(会L13) [n.] advertisement,Type the reading!,Image
口座,こうざ,(会L13(e)) [n.] account,Type the reading!,Image
紅茶,こうちゃ,(会L13) [n.] black tea,Type the reading!,Image
九日,ここのか,"(会L13, 会L4(e)) [n.] nine days; the ninth day of a month",Type the reading!,Image
言葉,ことば,(会L13) [n.] language,Type the reading!,Image
ゴルフ,ゴルフ,(会L13) [n.] golf,Type the reading!,Image
座談会,ざだんかい,(読L13-III) [n.] round-table discussion,Type the reading!,Image
残高照会,ざんだかしょうかい,(会L13(e)) [n.] balance inquiry,Type the reading!,Image
時間通り,じかんどおり,(読L13-III) [n.] on time,Type the reading!,Image
自動,じどう,(読L13-III) [n.] automatic,Type the reading!,Image
すごい,すごい,(会L13) [い-adj.] incredible; awesome,Type the reading!,Image
すっぽん,すっぽん,(読L13-II) [n.] snapping turtle; terrapin,Type the reading!,Image
セーター,セーター,(会L13) [n.] sweater,Type the reading!,Image
全部,ぜんぶ,(会L13) [adv.] all,Type the reading!,Image
象,ぞう,(会L13) [n.] elephant,Type the reading!,Image
タクシー,タクシー,(読L13-III) [n.] taxi,Type the reading!,Image
だめ（な）,だめ（な）,(会L13) [な-adj.] no good,Type the reading!,Image
近い,ちかい,(会L13) [い-adj.] close; near,Type the reading!,Image
チップ,チップ,(読L13-III) [n.] tip,Type the reading!,Image
通帳,つうちょう,(会L13(e)) [n.] passbook,Type the reading!,Image
通帳記入,つうちょうきにゅう,(会L13(e)) [n.] passbook update,Type the reading!,Image
着く,つく,"(読L13-III, 会L15) [u-v.] to arrive",Type the reading!,Image
デザート,デザート,(読L13-III) [n.] desert,Type the reading!,Image
手数料,てすうりょう,(会L13(e)) [n.] commission,Type the reading!,Image
十日,とおか,"(会L13, 会L4(e)) [n.] ten days; the tenth day of a month",Type the reading!,Image
特に,とくに,(会L13) [adv.] especially,Type the reading!,Image
～と申します,～ともうします,(会L13) [exp.] my name is . . .,Type the reading!,Image
鳥,とり,(読L13-II) [n.] bird; poultry,Type the reading!,Image
七日,なのか,"(会L13, 会L4(e)) [n.] seven days; the seventh day of a month",Type the reading!,Image
なべ,なべ,(読L13-II) [n.] pot,Type the reading!,Image
なんでも,なんでも,(読L13-II) [adv.] anything; everything,Type the reading!,Image
ニヤニヤする,ニヤニヤする,(読L13-II) [irr-v.] to grin ,Type the reading!,Image
バイク,バイク,(会L13) [n.] motorcycle,Type the reading!,Image
引き出し,ひきだし,(会L13(e)) [n.] withdrawal,Type the reading!,Image
不安,ふあん（な）,"(読L13-II, 会L18) [な-adj.] anxious; worried",Type the reading!,Image
物価,ぶっか,(会L13) [n.] consumer prices,Type the reading!,Image
振込,ふりこみ,(会L13(e)) [n.] bank transfer,Type the reading!,Image
プリン,プリン,(読L13-III) [n.] pudding,Type the reading!,Image
募集,ぼしゅう,(会L13) [n.] recruitment,Type the reading!,Image
マンション,マンション,(会L13) [n.] larger apartment building; condominium,Type the reading!,Image
磨く,みがく,(会L13) [u-v.] to brush (teeth); to polish,Type the reading!,Image
水着,みずぎ,(読L13-III) [n.] swimwear,Type the reading!,Image
六日,むいか,"(会L13, 会L4(e)) [n.] six days; the sixth day of a month",Type the reading!,Image
めずらしい,めずらしい,(読L13-II) [い-adj.] rare,Type the reading!,Image
もう～ない,もう～ない,(読L13-II) [adv.] not any longer,Type the reading!,Image
約束,やくそく,(会L13) [n.] promise; appointment,Type the reading!,Image
約束を守る,やくそくをまもる,(会L13) [u-v.] to keep a promise,Type the reading!,Image
やっぱり,やっぱり,"(読L13-II, 会L17) [adv.] after all",Type the reading!,Image
八日,ようか,"(会L13, 会L4(e)) [n.] eight days; the eighth day of a month",Type the reading!,Image
預金,よきん,(会L13(e)) [n.] savings,Type the reading!,Image
四日,よっか,"(会L13, 会L4(e)) [n.] four days; the fourth day of a month",Type the reading!,Image
両替,りょうがえ,(会L13(e)) [n.] money exchange,Type the reading!,Image
私,"わたくし,わたし","(会L13, 会L1) [n.] I (formal); I",Type the reading!,Image
愛す,あいす,(読L14-II) [u-v.] to love,Type the reading!,Image
あきらめる,あきらめる,(会L14) [ru-v.] to give up ,Type the reading!,Image
あげる,あげる,(会L14) [ru-v.] to give (to others) ,Type the reading!,Image
アドバイス,アドバイス,(読L14-II) [n.] advice,Type the reading!,Image
鉛筆,えんぴつ,(会L14) [n.] pencil,Type the reading!,Image
大家さん,おおやさん,(会L14) [n.] landlord; landlady,Type the reading!,Image
お返し,おかえし,(会L14) [n.] return (as a token of gratitude),Type the reading!,Image
奥さん,おくさん,(会L14) [n.] (your/someone’s) wife,Type the reading!,Image
送る,おくる,"(会L14, 会L19) [u-v.] to send; to walk/drive (someone)",Type the reading!,Image
お皿,おさら,(会L14) [n.] plate; dish,Type the reading!,Image
おじさん,おじさん,(会L14) [n.] uncle; middle-aged man,Type the reading!,Image
おしゃれ（な）,おしゃれ（な）,(会L14) [な-adj.] fashionable; stylish,Type the reading!,Image
おばさん,おばさん,(会L14) [n.] aunt; middle-aged woman,Type the reading!,Image
急に,きゅうに,(会L14) [adv.] suddenly,Type the reading!,Image
クリスマス,クリスマス,(会L14) [n.] Christmas,Type the reading!,Image
くれる,くれる,(会L14) [ru-v.] to give (me) ,Type the reading!,Image
～君,～くん,(会L14) [suf.] Mr./Ms. . . . (casual),Type the reading!,Image
化粧品,けしょうひん,(会L14) [n.] cosmetics,Type the reading!,Image
けち（な）,けち（な）,(会L14) [な-adj.] stingy; cheap,Type the reading!,Image
～個,～こ,"(会L14, 会L14(e)) [suf.] [generic counter for smaller items]",Type the reading!,Image
ご主人,ごしゅじん,(会L14) [n.] (your/someone’s) husband,Type the reading!,Image
こんな～,こんな～,(会L14) [pre.] . . . like this; this kind of . . .,Type the reading!,Image
さあ,さあ,(会L14) [exp.] I am not sure . . .,Type the reading!,Image
～冊,～さつ,"(会L14, 会L14(e)) [suf.] [counter for bound volumes]",Type the reading!,Image
皿,さら,(会L14) [n.] plate; dish,Type the reading!,Image
時代,じだい,(読L14-II) [n.] age; era,Type the reading!,Image
シャツ,シャツ,(会L14) [n.] shirt,Type the reading!,Image
出張,しゅっちょう,"(読L14-II, 会L19) [n.] business trip",Type the reading!,Image
先輩,せんぱい,"(読L14-II, 会L22) [n.] senior member of a group",Type the reading!,Image
相談する,そうだんする,(会L14) [irr-v.] to consult ,Type the reading!,Image
～台,～だい,"(会L14, 会L14(e)) [suf.] [counter for equipment]",Type the reading!,Image
～たち,～たち,(会L14) [suf.] [makes a noun plural],Type the reading!,Image
父親,ちちおや,(読L14-II) [n.] father,Type the reading!,Image
注意する,ちゅういする,(会L14) [irr-v.] to give warning; to watch out ,Type the reading!,Image
ちょうど,ちょうど,(会L14) [adv.] exactly,Type the reading!,Image
チョコレート,チョコレート,(会L14) [n.] chocolate,Type the reading!,Image
付き合う,つきあう,"(読L14-II, 会L15) [u-v.] to date (someone); to keep company",Type the reading!,Image
できる,できる,(会L14) [ru-v.] to come into existence; to be made ,Type the reading!,Image
どうしたらいい,どうしたらいい,(会L14) [exp.] what should one do,Type the reading!,Image
トレーナー,トレーナー,(会L14) [n.] sweatshirt,Type the reading!,Image
悩み,なやみ,"(読L14-II, 会L19) [n.] worry",Type the reading!,Image
似合う,にあう,(会L14) [u-v.] to look good (on somebody),Type the reading!,Image
ぬいぐるみ,ぬいぐるみ,"(会L14) [n.] stuffed animal (e.g., teddy bear)",Type the reading!,Image
ネクタイ,ネクタイ,(会L14) [n.] necktie,Type the reading!,Image
～年間,～ねんかん,(読L14-II) [suf.] for . . . years,Type the reading!,Image
場合,ばあい,(読L14-II) [n.] case,Type the reading!,Image
パートナー,パートナー,(会L14) [n.] partner,Type the reading!,Image
バレンタインデー,バレンタインデー,(会L14) [n.] Valentine’s Day,Type the reading!,Image
～匹,～ひき,"(会L14, 会L14(e)) [suf.] [counter for smaller animals]",Type the reading!,Image
プロポーズする,プロポーズする,(会L14) [irr-v.] to propose marriage ,Type the reading!,Image
欲しい,ほしい,(会L14) [い-adj.] to want,Type the reading!,Image
ホワイトデー,ホワイトデー,(会L14) [n.] “White Day” (yet another gift-giving day),Type the reading!,Image
～本,～ほん,"(会L14, 会L14(e)) [suf.] [counter for long objects]",Type the reading!,Image
本当に,ほんとうに,"(読L14-II, 会L18) [adv.] really",Type the reading!,Image
マフラー,マフラー,(会L14) [n.] winter scarf,Type the reading!,Image
漫画,まんが,(会L14) [n.] comic book,Type the reading!,Image
指輪,ゆびわ,(会L14) [n.] ring,Type the reading!,Image
ラジオ,ラジオ,(会L14) [n.] radio,Type the reading!,Image
両親,りょうしん,(会L14) [n.] parents,Type the reading!,Image
履歴書,りれきしょ,(会L14) [n.] résumé,Type the reading!,Image
一日中,いちにちじゅう,(会L15) [adv.] all day long,Type the reading!,Image
一日目,いちにちめ,(会L15) [n.] first day,Type the reading!,Image
一年中,いちねんじゅう,(読L15-II) [adv.] all year,Type the reading!,Image
一泊二食付き,いっぱくにしょくつき,(会L15(e)) [exp.] one night with two meals,Type the reading!,Image
インターネット,インターネット,(会L15) [n.] internet,Type the reading!,Image
生まれる,うまれる,"(読L15-II, 会L17) [ru-v.] to be born ",Type the reading!,Image
絵,え,(会L15) [n.] painting; picture; drawing,Type the reading!,Image
映画館,えいがかん,(会L15) [n.] movie theater,Type the reading!,Image
落とされる,おとされる,(読L15-II) [exp.] to be dropped,Type the reading!,Image
下ろす,おろす,(会L15) [u-v.] to withdraw (money),Type the reading!,Image
外国人,がいこくじん,(会L15) [n.] foreigner,Type the reading!,Image
描く,かく,(会L15) [u-v.] to draw; to paint,Type the reading!,Image
家具,かぐ,(会L15) [n.] furniture,Type the reading!,Image
活動,かつどう,(会L15) [n.] activity,Type the reading!,Image
観光する,かんこうする,(会L15) [irr-v.] to do sightseeing ,Type the reading!,Image
喫煙,きつえん,(会L15(e)) [n.] smoking,Type the reading!,Image
教室,きょうしつ,(会L15) [n.] classroom,Type the reading!,Image
気をつける,きをつける,(会L15) [ru-v.] to be cautious/careful ,Type the reading!,Image
禁煙,きんえん,(会L15(e)) [n.] non-smoking,Type the reading!,Image
くじら,くじら,(読L15-II) [n.] whale,Type the reading!,Image
景色,けしき,(読L15-II) [n.] scenery,Type the reading!,Image
結婚式,けっこんしき,(会L15) [n.] wedding,Type the reading!,Image
～けど,～けど,"(会L15) [part.] . . . , but; . . . , so",Type the reading!,Image
原爆,げんばく,(読L15-II) [n.] atomic bomb,Type the reading!,Image
